area,plot,date,day,observer,post_id,tree_id,species,position,nfwm,fwm,og,t,rb,sh,uk,totalcats,totalwm,wb,uknotes
extra,extra1,13/05/2023,133,lm,l9,l9_oaka,oak,6,2,0,0,0,4,0,0,6,2,0,NA
extra,extra1,13/05/2023,133,lm,l8,l8_oakc,oak,7,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,13/05/2023,133,lm,l8,l8_oakb,oak,8,2,1,0,1,0,0,0,4,3,0,NA
extra,extra1,13/05/2023,133,lm,l8,l8_oaka,oak,9,2,0,1,1,0,0,0,4,2,0,NA
extra,extra1,13/05/2023,133,lm,l8,l8_sycamore,sycamore,10,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,13/05/2023,133,lm,l8,l8_birch,birch,11,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,13/05/2023,133,lm,l8,l8_hazel,hazel,12,1,1,0,0,2,0,0,4,2,0,NA
extra,extra1,13/05/2023,133,lm,l8,l8_beech,beech,13,1,0,0,0,0,0,1,2,1,0,1yellow
extra,extra1,13/05/2023,133,lm,l8,l8_ash,ash,14,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,13/05/2023,133,lm,l4,l4_oaka,oak,15,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,13/05/2023,133,lm,l4,l4_beech,beech,16,2,0,0,0,3,0,0,5,2,0,NA
extra,extra1,13/05/2023,133,lm,l4,l4_sycamore,sycamore,17,2,0,1,0,0,0,0,3,2,0,NA
extra,extra1,13/05/2023,133,lm,l4,l4_hazel,hazel,18,1,0,0,0,0,0,0,1,1,0,NA
extra,extra1,13/05/2023,133,lm,l4,l4_oakb,oak,19,1,0,0,0,2,1,0,4,1,0,NA
extra,extra1,13/05/2023,133,lm,l4,l4_oakc,oak,20,4,0,0,0,1,0,0,5,4,0,NA
extra,extra1,13/05/2023,133,lm,l4,l4_ash,ash,21,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,13/05/2023,133,lm,l4,l4_birch,birch,22,3,0,0,0,0,0,0,3,3,0,NA
extra,extra1,13/05/2023,133,lm,l3,l3_hazel,hazel,23,7,0,0,0,0,0,0,7,7,0,NA
extra,extra1,13/05/2023,133,lm,l3,l3_oaka,oak,24,4,0,0,0,1,0,0,5,4,0,NA
extra,extra1,13/05/2023,133,lm,l3,l3_oakb,oak,25,9,0,0,1,0,0,0,10,9,0,NA
extra,extra1,13/05/2023,133,lm,l3,l3_ash,ash,26,1,0,0,0,0,0,0,1,1,0,NA
extra,extra1,13/05/2023,133,lm,l3,l3_birch,birch,27,1,0,0,0,0,1,0,2,1,0,NA
extra,extra1,13/05/2023,133,lm,l3,l3_oakc,oak,28,4,1,1,0,1,0,0,7,5,0,NA
extra,extra1,18/05/2023,138,fc,l9,l9_oaka,oak,1,4,1,NA,0,2,0,0,7,5,0,NA
extra,extra1,18/05/2023,138,fc,l9,l9_oakb,oak,2,29,0,2,2,7,0,0,40,29,0,"frasstrap:2rb,3nfwm,1t"
extra,extra1,18/05/2023,138,fc,l9,l9_oakc,oak,3,10,2,2,2,10,0,0,26,12,0,"frasstrap:1nfwm,1t"
extra,extra1,18/05/2023,138,fc,l8,l8_oakc,oak,4,0,0,1,1,0,0,0,2,0,0,"frasstrap:1og,trapinpoorposition,fewleavesabove"
extra,extra1,18/05/2023,138,fc,l8,l8_oakb,oak,5,3,0,1,1,2,1,0,8,3,0,NA
extra,extra1,18/05/2023,138,fc,l8,l8_oaka,oak,6,14,2,4,0,6,3,0,29,16,0,NA
extra,extra1,18/05/2023,138,fc,l4,l4_oaka,oak,7,3,2,0,0,1,0,0,6,5,0,NA
extra,extra1,18/05/2023,138,fc,l4,l4_oakb,oak,8,4,0,0,0,2,0,0,6,4,0,"frasstrap:1rb,1nfwm"
extra,extra1,18/05/2023,138,fc,l4,l4_oakc,oak,9,14,3,2,0,4,0,0,23,17,0,"frasstrap:3nfwm,1og,2rb"
extra,extra1,18/05/2023,138,fc,l3,l3_oaka,oak,10,10,5,1,0,9,0,0,25,15,0,"frasstrap:2nfwm,1rb"
extra,extra1,18/05/2023,138,fc,l3,l3_oakb,oak,11,17,7,0,0,2,3,0,29,24,0,NA
extra,extra1,18/05/2023,138,fc,l3,l3_oakc,oak,12,11,12,0,0,1,1,0,25,23,0,"frasstrap:1sf,2nfwm"
extra,extra1,18/05/2023,138,fc,k9,k9_oaka,oak,13,2,0,0,0,3,0,0,5,2,0,frasstrap:1rb
extra,extra1,18/05/2023,138,fc,k9,k9_oakb,oak,14,4,4,4,0,2,1,0,15,8,0,NA
extra,extra1,18/05/2023,138,fc,k9,k9_oakc,oak,15,2,2,1,1,2,0,0,8,4,0,frasstrap:1og
extra,extra1,21/05/2023,141,ar,l9,l9_hazel,hazel,1,0,0,3,0,0,0,0,3,0,0,NA
extra,extra1,21/05/2023,141,ar,l9,l9_oaka,oak,2,8,0,1,0,1,0,0,10,8,0,NA
extra,extra1,21/05/2023,141,ar,l9,l9_oakb,oak,3,0,0,3,0,0,0,0,3,0,0,NA
extra,extra1,21/05/2023,141,ar,l9,l9_oakc,oak,4,10,0,5,0,0,0,0,15,10,0,NA
extra,extra1,21/05/2023,141,ar,l8,l8_oakc,oak,5,1,0,1,0,0,0,0,2,1,0,NA
extra,extra1,21/05/2023,141,ar,l8,l8_oakb,oak,6,4,0,1,0,0,0,0,5,4,0,NA
extra,extra1,21/05/2023,141,ar,l8,l8_oaka,oak,7,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,21/05/2023,141,ar,l8,l8_hazel,hazel,8,3,0,1,0,0,0,0,4,3,0,NA
extra,extra1,21/05/2023,141,ar,l4,l4_oaka,oak,9,3,0,5,0,5,0,0,13,3,0,NA
extra,extra1,21/05/2023,141,ar,l4,l4_hazel,hazel,10,1,0,5,0,0,0,0,6,1,1,NA
extra,extra1,21/05/2023,141,ar,l4,l4_oakb,oak,11,8,0,7,0,0,0,0,15,8,0,NA
extra,extra1,21/05/2023,141,ar,l4,l4_oakc,oak,12,23,0,7,0,1,0,0,31,23,0,NA
extra,extra1,21/05/2023,141,ar,l3,l3_hazel,hazel,13,15,0,4,0,0,0,0,19,15,0,NA
extra,extra1,21/05/2023,141,ar,l3,l3_oaka,oak,14,0,0,11,0,0,0,0,11,0,0,NA
extra,extra1,21/05/2023,141,ar,l3,l3_oakb,oak,15,15,0,9,0,0,0,0,24,15,0,NA
extra,extra1,21/05/2023,141,ar,l3,l3_oakc,oak,16,14,0,7,0,2,0,0,23,14,0,NA
extra,extra1,21/05/2023,141,ar,k9,k9_oaka,oak,17,3,0,2,0,0,0,0,5,3,0,NA
extra,extra1,21/05/2023,141,ar,k9,k9_oakb,oak,18,7,0,5,0,0,0,0,12,7,0,NA
extra,extra1,21/05/2023,141,ar,k9,k9_hazel,hazel,19,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,21/05/2023,141,ar,k9,k9_oakc,oak,20,3,0,12,0,0,0,0,15,3,0,NA
extra,extra1,22/05/2023,142,gl,l9,l9_sycamore,sycamore,1,0,0,2,0,1,0,0,3,0,0,NA
extra,extra1,22/05/2023,142,gl,l9,l9_ash,ash,2,3,1,0,0,3,0,0,7,4,0,NA
extra,extra1,22/05/2023,142,gl,l8,l8_sycamore,sycamore,3,2,0,2,0,2,0,0,6,2,0,NA
extra,extra1,22/05/2023,142,gl,l8,l8_birch,birch,4,5,0,0,0,1,0,0,6,5,0,NA
extra,extra1,22/05/2023,142,gl,l8,l8_beech,beech,5,4,0,1,0,1,0,0,6,4,0,NA
extra,extra1,22/05/2023,142,gl,l8,l8_ash,ash,6,1,1,1,1,1,0,0,5,2,0,NA
extra,extra1,22/05/2023,142,gl,l4,l4_beech,beech,7,5,0,1,0,2,0,0,8,5,0,NA
extra,extra1,22/05/2023,142,gl,l4,l4_ash,ash,8,3,0,0,0,1,0,0,4,3,0,NA
extra,extra1,22/05/2023,142,gl,l4,l4_sycamore,sycamore,9,12,0,0,0,2,0,1,15,12,0,1green
extra,extra1,22/05/2023,142,gl,l4,l4_birch,birch,10,7,1,0,0,1,0,0,9,8,0,NA
extra,extra1,22/05/2023,142,gl,l3,l3_birch,birch,11,8,0,4,0,8,0,0,20,8,0,NA
extra,extra1,22/05/2023,142,gl,l3,l3_ash,ash,12,9,0,2,0,3,0,0,14,9,0,NA
extra,extra1,22/05/2023,142,gl,l3,l3_sycamore,sycamore,13,3,0,1,0,0,0,0,4,3,0,NA
extra,extra1,22/05/2023,142,gl,k9,k9_sycamore,sycamore,14,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,22/05/2023,142,gl,k9,k9_ash,ash,15,5,0,1,2,0,0,0,8,5,0,NA
extra,extra1,24/05/2023,144,gl,l9,l9_hazel,hazel,1,1,0,0,0,0,0,0,1,1,0,NA
extra,extra1,24/05/2023,144,gl,l9,l9_sycamore,sycamore,2,2,0,1,0,0,0,0,3,2,0,NA
extra,extra1,24/05/2023,144,gl,l9,l9_ash,ash,3,8,0,1,0,0,0,0,9,8,0,NA
extra,extra1,24/05/2023,144,gl,l9,l9_oaka,oak,4,13,0,1,1,5,0,0,20,13,0,NA
extra,extra1,24/05/2023,144,gl,l9,l9_oakb,oak,5,17,0,12,0,19,0,0,48,17,2,NA
extra,extra1,24/05/2023,144,gl,l9,l9_oakc,oak,6,21,2,2,1,3,0,0,29,23,0,NA
extra,extra1,24/05/2023,144,gl,l8,l8_oakc,oak,7,2,0,0,0,0,0,0,2,2,0,NA
extra,extra1,24/05/2023,144,gl,l8,l8_oakb,oak,8,15,3,3,0,5,0,0,26,18,0,NA
extra,extra1,24/05/2023,144,gl,l8,l8_oaka,oak,9,11,0,7,3,6,0,0,27,11,0,NA
extra,extra1,24/05/2023,144,gl,l8,l8_sycamore,sycamore,10,14,0,2,0,2,0,0,18,14,0,NA
extra,extra1,24/05/2023,144,gl,l8,l8_ash,ash,11,0,0,2,0,0,0,0,2,0,0,NA
extra,extra1,24/05/2023,144,gl,l8,l8_beech,beech,12,0,0,1,0,0,0,0,1,0,0,NA
extra,extra1,24/05/2023,144,gl,l8,l8_hazel,hazel,13,8,1,0,0,0,0,0,9,9,0,NA
extra,extra1,24/05/2023,144,gl,l8,l8_birch,birch,14,1,1,0,0,0,0,0,2,2,0,NA
extra,extra1,24/05/2023,144,gl,l4,l4_beech,beech,15,6,0,0,0,0,0,0,6,6,0,NA
extra,extra1,24/05/2023,144,gl,l4,l4_oaka,oak,16,8,2,2,0,6,0,0,18,10,1,NA
extra,extra1,24/05/2023,144,gl,l4,l4_ash,ash,17,0,0,1,1,1,0,0,3,0,0,NA
extra,extra1,24/05/2023,144,gl,l4,l4_sycamore,sycamore,18,4,0,2,0,0,0,0,6,4,0,NA
extra,extra1,24/05/2023,144,gl,l4,l4_hazel,hazel,19,4,1,1,0,4,0,0,10,5,0,NA
extra,extra1,24/05/2023,144,gl,l4,l4_oakb,oak,20,11,6,0,1,4,0,0,22,17,0,NA
extra,extra1,24/05/2023,144,gl,l4,l4_oakc,oak,21,35,5,14,0,17,1,0,72,40,1,NA
extra,extra1,24/05/2023,144,gl,l4,l4_birch,birch,22,1,0,1,0,0,0,0,2,1,0,NA
extra,extra1,24/05/2023,144,gl,l3,l3_hazel,hazel,23,17,0,4,0,5,0,0,26,17,0,NA
extra,extra1,24/05/2023,144,gl,l3,l3_oaka,oak,24,46,1,4,0,20,0,0,71,47,1,NA
extra,extra1,24/05/2023,144,gl,l3,l3_oakb,oak,25,45,0,3,0,11,3,0,62,45,0,NA
extra,extra1,24/05/2023,144,gl,l3,l3_oakc,oak,26,26,2,5,0,9,0,0,42,28,0,NA
extra,extra1,24/05/2023,144,gl,l3,l3_ash,ash,27,7,1,0,0,0,0,0,8,8,0,NA
extra,extra1,24/05/2023,144,gl,l3,l3_birch,birch,28,1,1,1,0,1,0,0,4,2,0,NA
extra,extra1,24/05/2023,144,gl,l3,l3_sycamore,sycamore,29,3,0,0,0,1,0,0,4,3,0,NA
extra,extra1,24/05/2023,144,gl,k9,k9_oakb,oak,30,8,0,1,1,3,0,0,13,8,0,NA
extra,extra1,24/05/2023,144,gl,k9,k9_sycamore,sycamore,31,0,0,0,0,0,0,0,0,0,0,NA
extra,extra1,24/05/2023,144,gl,k9,k9_hazel,hazel,32,1,0,0,0,1,0,0,2,1,0,NA
extra,extra1,24/05/2023,144,gl,k9,k9_ash,ash,33,5,0,0,0,1,0,0,6,5,0,NA
extra,extra1,24/05/2023,144,gl,k9,k9_oakc,oak,34,27,1,2,0,5,1,0,36,28,1,NA
extra,extra1,24/05/2023,144,gl,k9,k9_oaka,oak,35,1,0,1,0,2,0,0,4,1,0,NA
extra,extra1,27/05/2023,147,fc,l9,l9_hazel,hazel,1,0,0,1,0,1,0,0,2,0,0,NA
extra,extra1,27/05/2023,147,fc,l9,l9_sycamore,sycamore,2,3,2,3,0,1,0,0,9,5,0,NA
extra,extra1,27/05/2023,147,fc,l9,l9_ash,ash,3,1,8,3,0,2,1,0,15,9,0,NA
extra,extra1,27/05/2023,147,fc,l9,l9_oaka,oak,4,9,11,6,1,9,0,0,36,20,0,frass:2og
extra,extra1,27/05/2023,147,fc,l9,l9_oakb,oak,5,13,16,7,0,12,1,0,49,29,0,NA
extra,extra1,27/05/2023,147,fc,l9,l9_oakc,oak,6,27,10,7,2,11,0,0,57,37,0,NA
extra,extra1,27/05/2023,147,fc,l8,l8_oakc,oak,7,0,2,0,0,0,0,0,2,2,0,NA
extra,extra1,27/05/2023,147,fc,l8,l8_oakb,oak,8,19,34,3,0,9,0,0,65,53,0,NA
extra,extra1,27/05/2023,147,fc,l8,l8_oaka,oak,9,15,22,8,0,8,2,0,55,37,0,1catlost
extra,extra1,27/05/2023,147,fc,l8,l8_sycamore,sycamore,10,2,15,1,0,6,0,0,24,17,0,NA
extra,extra1,27/05/2023,147,fc,l8,l8_ash,ash,11,1,2,0,0,2,0,0,5,3,0,frass:1rb
extra,extra1,27/05/2023,147,fc,l8,l8_beech,beech,12,1,3,0,0,4,0,0,8,4,0,frass:1nfwm
extra,extra1,27/05/2023,147,fc,l8,l8_hazel,hazel,13,3,1,2,0,3,0,0,9,4,0,NA
extra,extra1,27/05/2023,147,fc,l8,l8_birch,birch,14,1,3,1,0,3,0,0,8,4,0,"frass:1fwm,1rb"
